Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race
2024-05-17,18:40:00,HAMILTON,Sacred Falls,6f,2.0,3.75,4.24,0.2449494225714782,2024-05-17_18:40:00,2.0,True,3.75,-0.08143966535695668,5,-0.029614423766166065,kelly_low|ev_low|,0,False,0.0,0,0.0,10477.493112169888
2024-05-17,19:15:00,HAMILTON,Get Shirty,1m4f,3.0,5.0,5.04,0.13549769614672494,2024-05-17_19:15:00,2.0,True,5.0,-0.32251151926637533,6,-0.08062787981659383,kelly_low|ev_low|,0,False,0.0,0,0.0,10372.718181048189
2024-05-29,14:50:00,HAMILTON,Milford,5f,1.0,2.2,2.2,0.3281714528949303,2024-05-29_14:50:00,1.0,True,2.2,-0.2780228036311532,5,-0.23168566969262766,kelly_low|ev_low|,0,False,0.0,1,0.0,10268.990999237707
2024-05-29,15:50:00,HAMILTON,Contacto,1m4f,1.0,1.73,1.77,0.5837318268080519,2024-05-29_15:50:00,1.0,True,1.73,0.009856060377929798,4,0.013501452572506574,ev_low|,0,False,0.0,1,0.0,10166.30108924533
2024-05-29,17:20:00,HAMILTON,We Still Believe,1m1f,2.0,1.83,1.87,0.5418024550272671,2024-05-29_17:20:00,1.0,True,1.83,-0.008501507300101185,5,-0.010242779879639981,kelly_low|ev_low|,0,False,0.0,0,0.0,10572.953132815142
2024-06-02,15:40:00,HAMILTON,Catalyse,6f,1.0,2.25,2.32,0.32924126303643336,2024-06-02_15:40:00,1.0,True,2.25,-0.25920715816802486,6,-0.2073657265344199,kelly_low|ev_low|,0,False,0.0,1,0.0,10467.22360148699
2024-06-02,16:10:00,HAMILTON,Align The Stars,1m3f,3.0,2.38,2.52,0.334064229212801,2024-06-02_16:10:00,2.0,True,2.38,-0.20492713447353367,4,-0.14849792353154614,kelly_low|ev_low|,0,False,0.0,0,0.0,10833.576427539036
2024-06-12,19:20:00,HAMILTON,Angel Of England,6f,5.0,3.25,3.54,0.2707167875284205,2024-06-12_19:20:00,1.0,True,3.25,-0.12017044053263348,6,-0.053409084681170435,kelly_low|ev_low|,0,False,0.0,0,0.0,10725.240663263645
2024-06-19,14:15:00,HAMILTON,Georgecandoit,5f,3.0,1.62,1.68,0.4493650196124272,2024-06-19_14:15:00,1.0,True,1.62,-0.27202866822786786,5,-0.438755916496561,kelly_low|ev_low|,0,False,0.0,0,0.0,10617.988256631008
2024-06-19,14:15:00,HAMILTON,Jungle Drums,5f,1.0,2.88,3.46,0.35249659069250266,2024-06-19_14:15:00,2.0,True,2.88,0.015190181194407626,5,0.00807988361404661,kelly_low|ev_low|,0,False,0.0,1,0.0,10617.988256631008
2024-06-27,18:45:00,HAMILTON,Honour Your Dreams,5f,3.0,2.5,2.6,0.3793433601108584,2024-06-27_18:45:00,1.0,True,2.5,-0.05164159972285398,6,-0.03442773314856932,kelly_low|ev_low|,0,False,0.0,0,0.0,11052.105682787258
2024-06-27,20:15:00,HAMILTON,Clear Storm,1m3f,2.0,2.25,2.38,0.3417842773936942,2024-06-27_20:15:00,1.0,True,2.25,-0.230985375864188,6,-0.18478830069135038,kelly_low|ev_low|,0,False,0.0,0,0.0,10941.584625959385
2024-07-02,14:45:00,HAMILTON,Individualism,1m½f,2.0,2.75,2.79,0.3104258288402619,2024-07-02_14:45:00,1.0,True,2.75,-0.14632897068927975,6,-0.08361655467958842,kelly_low|ev_low|,0,False,0.0,0,0.0,10832.168779699792
2024-07-02,15:45:00,HAMILTON,Sacred Falls,6f,4.0,3.5,3.36,0.2695080474680291,2024-07-02_15:45:00,2.0,True,3.5,-0.05672183386189811,5,-0.022688733544759244,kelly_low|ev_low|,0,False,0.0,0,0.0,10723.847091902795
2024-07-02,16:15:00,HAMILTON,LEagle Aid,1m4f,4.0,4.0,3.95,0.2359636678117108,2024-07-02_16:15:00,2.0,True,4.0,-0.05614532875315681,6,-0.018715109584385603,kelly_low|ev_low|,0,False,0.0,0,0.0,11099.181740119393
2024-07-02,16:52:00,HAMILTON,Lady Bouquet,5f,1.0,2.5,2.63,0.4200827909864365,2024-07-02_16:52:00,1.0,True,2.5,0.05020697746609126,6,0.033471318310727506,ev_low|,0,False,0.0,1,0.0,10988.189922718198
2024-07-13,18:25:00,HAMILTON,Airspeed,5f,1.0,1.73,1.75,0.46097630030274106,2024-07-13_18:25:00,1.0,True,1.73,-0.20251100047625797,6,-0.2774123294195315,kelly_low|ev_low|,0,False,0.0,1,0.0,10878.308023491016
2024-07-13,19:00:00,HAMILTON,Moyola,6f,5.0,3.5,3.7,0.28173363927318923,2024-07-13_19:00:00,2.0,True,3.5,-0.013932262543837615,6,-0.005572905017535046,kelly_low|ev_low|,0,False,0.0,0,0.0,10769.524943256105
2024-07-13,20:30:00,HAMILTON,Jumeira Vision,1m½f,1.0,3.25,3.55,0.28068550141717585,2024-07-13_20:30:00,1.0,True,3.25,-0.08777212039417848,5,-0.03900983128630155,kelly_low|ev_low|,0,False,0.0,1,0.0,10769.524943256105
2024-07-13,20:30:00,HAMILTON,Pacos Pride,1m½f,3.0,3.5,3.53,0.22074603491847924,2024-07-13_20:30:00,2.0,True,3.5,-0.22738887778532269,5,-0.09095555111412908,kelly_low|ev_low|,0,False,0.0,0,0.0,10769.524943256105
2024-07-18,14:20:00,HAMILTON,Lady Luzon,5f,1.0,2.63,2.82,0.34691034619572564,2024-07-18_14:20:00,1.0,True,2.63,-0.08762578950524158,5,-0.05375815307070036,kelly_low|ev_low|,0,False,0.0,1,0.0,10661.829693823543
2024-07-19,19:10:00,HAMILTON,Kalpana,1m3f,1.0,1.83,1.95,0.539209075830817,2024-07-19_19:10:00,1.0,True,1.83,-0.013247391229604832,5,-0.0159607123248251,kelly_low|ev_low|,0,False,0.0,1,0.0,10449.659282916455
2024-07-19,20:20:00,HAMILTON,LEagle Aid,1m4f,5.0,2.5,2.54,0.42976724052189824,2024-07-19_20:20:00,1.0,True,2.5,0.07441810130474558,6,0.04961206753649705,ev_low|,0,False,0.0,0,0.0,10449.659282916455
2024-07-19,20:20:00,HAMILTON,Twoforthegutter,1m4f,3.0,5.0,5.9,0.2133234959345176,2024-07-19_20:20:00,2.0,True,5.0,0.06661747967258802,6,0.016654369918147005,ev_low|,0,False,0.0,0,0.0,10449.659282916455
2024-08-03,18:10:00,HAMILTON,Temper Trap,1m1f,2.0,2.0,2.13,0.4780966121088155,2024-08-03_18:10:00,1.0,True,2.0,-0.04380677578236902,6,-0.04380677578236902,kelly_low|ev_low|,0,False,0.0,0,0.0,10919.893950647695
2024-08-03,19:40:00,HAMILTON,Jordan Electrics,5f,1.0,3.5,4.26,0.18865737798441812,2024-08-03_19:40:00,2.0,True,3.5,-0.33969917705453667,6,-0.13587967082181468,kelly_low|ev_low|,0,False,0.0,1,0.0,10934.343369212267
2024-08-03,20:10:00,HAMILTON,Quantum Leap,1m5f,3.0,2.88,3.08,0.3701258749165823,2024-08-03_20:10:00,1.0,True,2.88,0.06596251975975698,4,0.0350864466807218,ev_low|,0,False,0.0,0,0.0,11317.045387134696
2024-08-03,20:40:00,HAMILTON,Humble Spark,1m3f,1.0,1.83,1.96,0.48977867943869835,2024-08-03_20:40:00,1.0,True,1.83,-0.10370501662718201,5,-0.12494580316527952,kelly_low|ev_low|,0,False,0.0,1,0.0,11203.874933263349
2024-08-13,17:30:00,HAMILTON,Strong Johnson,5f,2.0,2.5,2.48,0.3673686407979666,2024-08-13_17:30:00,1.0,True,2.5,-0.08157839800508349,5,-0.05438559867005566,kelly_low|ev_low|,0,False,0.0,0,0.0,11091.836183930714
2024-08-23,17:35:00,HAMILTON,Castle Stuart,1m½f,1.0,2.2,2.18,0.39634391725344875,2024-08-23_17:35:00,1.0,True,2.2,-0.12804338204241267,6,-0.1067028183686772,kelly_low|ev_low|,0,False,0.0,1,0.0,11091.836183930714
2024-08-23,17:35:00,HAMILTON,Boston Run,1m½f,2.0,2.75,3.25,0.3916925290868441,2024-08-23_17:35:00,2.0,True,2.75,0.07715445498882123,6,0.044088259993612135,ev_low|,0,False,0.0,0,0.0,11091.836183930714
2024-08-23,18:05:00,HAMILTON,Yorkshire Lady,1m1f,4.0,2.88,3.06,0.3785824891057205,2024-08-23_18:05:00,1.0,True,2.88,0.09031756862447504,6,0.048041259906635665,ev_low|,0,False,0.0,0,0.0,11535.509631287943
2024-09-04,16:35:00,HAMILTON,Larchill Lass,5f,3.0,2.88,3.08,0.27714480388673274,2024-09-04_16:35:00,1.0,True,2.88,-0.20182296480620965,5,-0.10735264085436684,kelly_low|ev_low|,0,False,0.0,0,0.0,11535.509631287943
2024-09-04,16:35:00,HAMILTON,Invincible Annice,5f,1.0,3.25,3.85,0.2617636220975717,2024-09-04_16:35:00,2.0,True,3.25,-0.14926822818289198,5,-0.066341434747952,kelly_low|ev_low|,0,False,0.0,1,0.0,11535.509631287943
2024-09-22,15:12:00,HAMILTON,Kingsley Pride,1m3f,1.0,2.38,2.46,0.3112081620066551,2024-09-22_15:12:00,1.0,True,2.38,-0.2593245744241609,6,-0.1879163582783775,kelly_low|ev_low|,0,False,0.0,1,0.0,11420.154534975063
2024-09-23,14:23:00,HAMILTON,Thecla,6f,1.0,2.1,2.35,0.41610034951640346,2024-09-23_14:23:00,2.0,True,2.1,-0.12618926601555264,4,-0.1147175145595933,kelly_low|ev_low|,0,False,0.0,1,0.0,11305.952989625312
2024-09-23,14:58:00,HAMILTON,The Dragon King,5f,2.0,2.75,3.06,0.2875288737981137,2024-09-23_14:58:00,1.0,True,2.75,-0.2092955970551874,6,-0.11959748403153567,kelly_low|ev_low|,0,False,0.0,0,0.0,11984.31016900283
2025-05-04,13:25:00,HAMILTON,Hurt You Never,5f,1.0,1.44,1.51,0.7349354211912644,2025-05-04_13:25:00,1.0,True,1.44,0.058307006515420756,4,0.13251592389868355,ev_low|odds_low|,0,False,0.0,1,0.0,11984.31016900283
2025-05-04,13:25:00,HAMILTON,Newyorkstateofmind,5f,2.0,3.75,4.3,0.18272431054702262,2025-05-04_13:25:00,2.0,True,3.75,-0.3147838354486652,4,-0.11446684925406006,kelly_low|ev_low|,0,False,0.0,0,0.0,11984.31016900283
2025-05-04,13:55:00,HAMILTON,Azure Zain,5f,3.0,2.63,2.76,0.33789447318193994,2025-05-04_13:55:00,1.0,True,2.63,-0.11133753553149794,5,-0.06830523652239139,kelly_low|ev_low|,0,False,0.0,0,0.0,11984.31016900283
2025-05-04,13:55:00,HAMILTON,Ay Gee Ell,5f,2.0,3.0,3.22,0.32832436400652765,2025-05-04_13:55:00,2.0,True,3.0,-0.015026907980417059,5,-0.0075134539902085296,kelly_low|ev_low|,0,False,0.0,0,0.0,11984.31016900283
2025-05-04,15:05:00,HAMILTON,Sallaal,1m½f,1.0,1.33,1.44,0.6331635262021564,2025-05-04_15:05:00,1.0,True,1.33,-0.1578925101511319,5,-0.47846215197312686,kelly_low|ev_low|odds_low|,0,False,0.0,1,0.0,11864.467067312802
2025-05-04,16:18:00,HAMILTON,Mister Sky Blue,6f,1.0,2.75,2.95,0.3000789657901727,2025-05-04_16:18:00,1.0,True,2.75,-0.17478284407702516,6,-0.09987591090115723,kelly_low|ev_low|,0,False,0.0,1,0.0,11745.822396639674
2025-05-16,18:40:00,HAMILTON,Mafting,1m3f,2.0,1.36,1.37,0.6370584395401239,2025-05-16_18:40:00,1.0,True,1.36,-0.13360052222543148,4,-0.37111256173730955,kelly_low|ev_low|odds_low|,0,False,0.0,0,0.0,11745.822396639674
2025-05-16,18:40:00,HAMILTON,Talismans Time,1m3f,1.0,4.2,4.75,0.1942253428566607,2025-05-16_18:40:00,2.0,True,4.2,-0.18425356000202497,4,-0.057579237500632804,kelly_low|ev_low|,0,False,0.0,1,0.0,11745.822396639674
2025-05-16,21:00:00,HAMILTON,Ishe Worth Agamble,6f,3.0,3.0,3.3,0.3357674885681281,2025-05-16_21:00:00,1.0,True,3.0,0.007302465704384309,6,0.0036512328521921544,kelly_low|ev_low|,0,False,0.0,0,0.0,12136.958282447777
2025-05-28,14:00:00,HAMILTON,Storm Force,5f,3.0,1.57,1.6,0.416020250153541,2025-05-28_14:00:00,1.0,True,1.57,-0.34684820725894056,6,-0.608505626770071,kelly_low|ev_low|,0,False,0.0,0,0.0,12136.958282447777
2025-05-28,14:00:00,HAMILTON,Mo Of Cairo,5f,2.0,6.0,7.05,0.16067867859507323,2025-05-28_14:00:00,2.0,True,6.0,-0.03592792842956061,6,-0.007185585685912122,kelly_low|ev_low|,0,False,0.0,0,0.0,12136.958282447777
2025-05-28,17:03:00,HAMILTON,Hi Ya Mal,1m4f,1.0,4.0,4.1,0.25503481762201957,2025-05-28_17:03:00,2.0,True,4.0,0.020139270488078287,6,0.006713090162692763,kelly_low|ev_low|,0,False,0.0,1,0.0,12015.588699623298
2025-06-05,14:12:00,HAMILTON,Midnight Tango,6f,1.0,1.83,1.85,0.3260761805230382,2025-06-05_14:12:00,2.0,True,1.83,-0.40328058964284,6,-0.4858802284853494,kelly_low|ev_low|,0,False,0.0,1,0.0,11895.432812627065
2025-06-05,14:42:00,HAMILTON,Eternal Sunshine,5f,4.0,2.5,2.6,0.36588392118959756,2025-06-05_14:42:00,1.0,True,2.5,-0.08529019702600615,6,-0.05686013135067077,kelly_low|ev_low|,0,False,0.0,0,0.0,11776.478484500794
2025-06-05,15:42:00,HAMILTON,Vantheman,6f,4.0,3.5,3.85,0.23155404912526556,2025-06-05_15:42:00,2.0,True,3.5,-0.18956082806157049,6,-0.0758243312246282,kelly_low|ev_low|,0,False,0.0,0,0.0,12012.00805419081
2025-06-11,19:00:00,HAMILTON,Better And Better,6f,1.0,2.38,2.5,0.2871334133691493,2025-06-11_19:00:00,2.0,True,2.38,-0.31662247618142464,6,-0.22943657694306135,kelly_low|ev_low|,0,False,0.0,1,0.0,12012.00805419081
2025-06-11,19:00:00,HAMILTON,Try Storm Cat,6f,2.0,2.63,2.94,0.3557545792226767,2025-06-11_19:00:00,1.0,True,2.63,-0.06436545664436022,6,-0.03948801021126394,kelly_low|ev_low|,0,False,0.0,0,0.0,12012.00805419081
2025-06-11,20:00:00,HAMILTON,Parisiac,5f,3.0,1.91,2.0,0.4610180320642006,2025-06-11_20:00:00,1.0,True,1.91,-0.1194555587573769,5,-0.1312698447883263,kelly_low|ev_low|,0,False,0.0,0,0.0,11891.887973648902
2025-06-15,15:45:00,HAMILTON,Big Fun,6f,2.0,1.57,1.7,0.45501584351108026,2025-06-15_15:45:00,1.0,True,1.57,-0.28562512568760395,5,-0.5010967117326385,kelly_low|ev_low|,0,False,0.0,0,0.0,12427.022932463102
2025-06-26,18:45:00,HAMILTON,Maris Angel,5f,3.0,2.1,2.05,0.4161379343062363,2025-06-26_18:45:00,1.0,True,2.1,-0.12611033795690368,6,-0.11464576177900335,kelly_low|ev_low|,0,False,0.0,0,0.0,12427.022932463102
2025-06-26,18:45:00,HAMILTON,Carlton And Co,5f,4.0,3.25,3.65,0.30326426606536316,2025-06-26_18:45:00,2.0,True,3.25,-0.014391135287569745,6,-0.006396060127808776,kelly_low|ev_low|,0,False,0.0,0,0.0,12427.022932463102
2025-06-26,20:15:00,HAMILTON,Pomme Pomme,1m3f,3.0,1.91,2.03,0.48724581620340723,2025-06-26_20:15:00,1.0,True,1.91,-0.06936049105149222,4,-0.07622031983680465,kelly_low|ev_low|,0,False,0.0,0,0.0,12302.75270313847
2025-06-26,20:45:00,HAMILTON,City Captain,6f,1.0,1.8,1.79,0.6017711231802749,2025-06-26_20:45:00,1.0,True,1.8,0.08318802172449491,6,0.10398502715561864,ev_low|,0,False,0.0,1,0.0,12302.75270313847
2025-06-26,20:45:00,HAMILTON,Inanna,6f,2.0,4.5,5.62,0.21438465765327763,2025-06-26_20:45:00,2.0,True,4.5,-0.0352690405602506,6,-0.01007686873150017,kelly_low|ev_low|,0,False,0.0,0,0.0,12302.75270313847
2025-07-12,17:50:00,HAMILTON,Stormy Pearl,5f,1.0,2.88,2.96,0.30290582138350786,2025-07-12_17:50:00,1.0,True,2.88,-0.1276312344154974,5,-0.06788895447632841,kelly_low|ev_low|,0,False,0.0,1,0.0,12302.75270313847
2025-07-12,17:50:00,HAMILTON,Newyorkstateofmind,5f,3.0,4.0,4.8,0.27074722729503903,2025-07-12_17:50:00,2.0,True,4.0,0.08298890918015611,5,0.027662969726718705,ev_low|,0,False,0.0,0,0.0,12302.75270313847
2025-07-12,18:25:00,HAMILTON,Utmost Respect,5f,1.0,1.25,1.31,0.4454201901619428,2025-07-12_18:25:00,1.0,True,1.25,-0.4432247622975715,4,-1.772899049190286,kelly_low|ev_low|odds_low|,0,False,0.0,1,0.0,12179.725176107086
2025-07-12,19:30:00,HAMILTON,Ancient Myth,1m5f,5.0,9.0,9.54,0.09795227582989958,2025-07-12_19:30:00,2.0,True,9.0,-0.1184295175309037,5,-0.014803689691362962,kelly_low|ev_low|,0,False,0.0,0,0.0,12255.23947219895
